order_id,sales,profit,quantity,category,sub_category,Cost,Total_Cost,Total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
AZ-2012-7919295,327,82,2,Technology,Machines,245,245,164,10/26/2012,Ethel Cole,Edinburgh,United Kingdom,North,Home Office,10/30/2012,Economy,-3.1882669999999997,55.953252
AZ-2011-2536125,47,21,3,Office Supplies,Envelopes,26,26,63,8/25/2011,Phoebe Baines,Crotone,Italy,South,Home Office,8/30/2011,Economy,17.127110199999997,39.0807932
BN-2013-6882863,59,25,2,Office Supplies,Paper,34,34,50,12/24/2013,Kevin O'Neill,Lyon,France,Central,Corporate,12/29/2013,Economy,4.835659,45.764043
AZ-2013-5973839,178,52,4,Office Supplies,Supplies,126,126,208,2/8/2013,Rory Jess,Bergamo,Italy,South,Home Office,2/13/2013,Economy,9.677269800000001,45.698264200000004
BN-2014-2777881,139,14,3,Office Supplies,Art,125,125,42,11/24/2014,Jude Leonard,Berlin,Germany,Central,Consumer,11/24/2014,Immediate,13.404954,52.5200066
AZ-2014-5931184,34,14,2,Office Supplies,Paper,20,20,28,8/16/2014,Ethel Cole,Berne,Switzerland,Central,Home Office,8/18/2014,Priority,7.447446799999999,46.9479739
AZ-2011-3252710,12,1,3,Office Supplies,Binders,11,11,3,7/22/2011,Archie Whittaker,Hastings,United Kingdom,North,Home Office,7/24/2011,Economy Plus,0.573453,50.854259000000006
AZ-2012-2744098,186,0,7,Office Supplies,Paper,186,186,0,11/10/2012,Casey Forte,Wattrelos,France,Central,Consumer,11/14/2012,Economy,3.215007,50.701174
AZ-2012-6572855,46,18,4,Office Supplies,Fasteners,28,28,72,3/15/2012,Koby Tompson,Dorsten,Germany,Central,Consumer,3/20/2012,Economy,6.9642606,51.6559681
AZ-2013-6795537,53,24,6,Office Supplies,Labels,29,29,144,9/28/2013,Ewan Walton,Paris,France,Central,Consumer,10/2/2013,Economy,2.3522218999999995,48.856614
AZ-2014-3152192,44,14,3,Office Supplies,Binders,30,30,42,8/12/2014,Hannah Conyers,Cormeilles-en-Parisis,France,Central,Home Office,8/14/2014,Economy Plus,2.201292,48.973526
AZ-2011-8091357,477,40,3,Technology,Machines,437,437,120,2/22/2011,Darcy Farnell,Grosseto,Italy,South,Consumer,2/26/2011,Economy,11.112363400000001,42.7635254
BN-2013-3157910,84,-76,2,Furniture,Chairs,160,160,-152,7/31/2013,Tara Hines,Assen,Netherlands,Central,Consumer,8/4/2013,Economy,6.5642284,52.992753
AZ-2014-3888440,86,19,2,Office Supplies,Supplies,67,67,38,7/10/2014,Leon Barnes,Sabadell,Spain,South,Consumer,7/14/2014,Economy,2.1086131,41.5462745
AZ-2014-2339680,977,271,3,Furniture,Bookcases,706,706,813,1/28/2014,Riley Howells,Bourg-en-Bresse,France,Central,Consumer,2/4/2014,Economy,5.2255007,46.2051675
AZ-2013-8602131,25,10,3,Office Supplies,Fasteners,15,15,30,12/25/2013,Linda Dennis,Gelsenkirchen,Germany,Central,Consumer,1/1/2014,Economy,7.0857172,51.517744
BN-2014-1737730,74,-25,3,Office Supplies,Art,99,99,-75,12/16/2014,Audrey Emanuel,Sheffield,United Kingdom,North,Consumer,12/21/2014,Economy,-1.470085,53.381129
AZ-2013-1085752,739,281,3,Technology,Accessories,458,458,843,12/27/2013,Alexandra Macdonald,Cosenza,Italy,South,Corporate,1/2/2014,Economy,16.2537357,39.2982629
AZ-2014-4645148,54,1,2,Office Supplies,Storage,53,53,2,12/16/2014,Hollie Norris,Alicante,Spain,South,Consumer,12/19/2014,Economy Plus,-0.49068549999999994,38.345996299999996
AZ-2013-1244068,241,46,8,Office Supplies,Binders,195,195,368,5/18/2013,Mohammed Arnold,Oslo,Norway,North,Consumer,5/19/2013,Priority,10.7522454,59.913868799999996
AZ-2012-1978129,257,31,5,Furniture,Furnishings,226,226,155,8/1/2012,Jason Calhoun,Gummersbach,Germany,Central,Consumer,8/5/2012,Economy,7.569283,51.026666799999994
AZ-2012-7448408,5,-5,1,Office Supplies,Envelopes,10,10,-5,7/14/2012,Jacob Varley,Sheffield,United Kingdom,North,Corporate,7/19/2012,Economy,-1.470085,53.381129
BN-2013-3803426,81,37,3,Office Supplies,Art,44,44,111,11/7/2013,Tyson Jonathan,Edinburgh,United Kingdom,North,Consumer,11/9/2013,Priority,-3.1882669999999997,55.953252
AZ-2011-2270958,164,78,3,Office Supplies,Art,86,86,234,2/21/2011,Eva Hargraves,Milan,Italy,South,Consumer,2/26/2011,Economy,9.1859243,45.465421899999996
AZ-2013-1313420,1306,107,6,Technology,Machines,1199,1199,642,10/16/2013,Gilbert Montgomery,Villiers-le-Bel,France,Central,Consumer,10/18/2013,Priority,2.387981,49.007379
AZ-2014-5778824,44,-3,1,Office Supplies,Storage,47,47,-3,3/26/2014,Charlotte Savage,Augsburg,Germany,Central,Consumer,3/28/2014,Priority,10.897789999999999,48.3705449
AZ-2011-2881763,70,22,3,Furniture,Furnishings,48,48,66,11/14/2011,Louise Winter,Magdeburg,Germany,Central,Corporate,11/16/2011,Economy Plus,11.6276237,52.1205333
AZ-2011-8335226,104,15,2,Technology,Accessories,89,89,30,12/15/2011,Adam Walpole,Berlin,Germany,Central,Corporate,12/22/2011,Economy,13.404954,52.5200066
AZ-2013-4330374,66,11,4,Office Supplies,Paper,55,55,44,6/26/2013,Summer Hayward,Turin,Italy,South,Consumer,7/1/2013,Economy,7.6868565,45.070312
AZ-2012-2814232,70,29,4,Office Supplies,Art,41,41,116,9/10/2012,Callum Hagai,Caen,France,Central,Home Office,9/11/2012,Priority,-0.370679,49.182863
BN-2012-1899005,86,-82,4,Furniture,Chairs,168,168,-328,11/5/2012,Eve Spencer,Potenza,Italy,South,Consumer,11/8/2012,Priority,15.8056041,40.64040670000001
AZ-2012-3008162,215,11,9,Office Supplies,Paper,204,204,99,1/25/2012,Toby Patterson,Plymouth,United Kingdom,North,Home Office,1/29/2012,Economy,-4.1426565,50.3754565
AZ-2013-6996461,99,41,5,Office Supplies,Art,58,58,205,3/8/2013,Ben Hogben,Saint-Herblain,France,Central,Corporate,3/12/2013,Economy,-1.651444,47.210335
AZ-2014-756508,79,24,9,Office Supplies,Labels,55,55,216,5/9/2014,Keith Martinez,Pisa,Italy,South,Consumer,5/13/2014,Economy,10.4016888,43.7228386
AZ-2013-9673280,186,28,4,Office Supplies,Art,158,158,112,6/10/2013,Jade Hawkins,Carvin,France,Central,Consumer,6/14/2013,Economy,2.958107,50.491515
AZ-2013-9398521,71,1,3,Office Supplies,Art,70,70,3,8/5/2013,Sam Rees,Bry-sur-Marne,France,Central,Home Office,8/10/2013,Economy,2.5236489,48.834913
AZ-2013-4958112,249,70,5,Office Supplies,Binders,179,179,350,8/19/2013,Ella Knopwood,Kiel,Germany,Central,Consumer,8/23/2013,Economy,10.122765199999998,54.3232927
AZ-2014-6052512,96,48,5,Office Supplies,Fasteners,48,48,240,11/17/2014,James Lamoureux,Antwerp,Belgium,Central,Corporate,11/20/2014,Priority,4.402464299999999,51.2194475
AZ-2011-823697,230,20,2,Office Supplies,Storage,210,210,40,3/14/2011,Thomas McCallum,Leipzig,Germany,Central,Consumer,3/17/2011,Economy Plus,12.373074699999998,51.339695500000005
BN-2014-6988890,30,-5,5,Office Supplies,Art,35,35,-25,9/18/2014,Faith Greenwood,Birmingham,United Kingdom,North,Consumer,9/23/2014,Economy,-1.8904009999999998,52.486243
AZ-2013-3893107,21,5,2,Office Supplies,Binders,16,16,10,3/3/2013,Jose Gambino,Vienna,Austria,Central,Corporate,3/7/2013,Economy Plus,16.3738189,48.208174299999996
AZ-2013-7897530,65,17,2,Office Supplies,Paper,48,48,34,1/4/2013,Tara Hines,Lyon,France,Central,Consumer,1/8/2013,Economy,4.835659,45.764043
AZ-2014-8708841,103,36,2,Office Supplies,Binders,67,67,72,11/20/2014,Isabella Falkiner,Acireale,Italy,South,Corporate,11/25/2014,Economy,15.166735999999998,37.607802
AZ-2011-7732593,1389,154,5,Office Supplies,Appliances,1235,1235,770,5/2/2011,Eileen Walker,Pontoise,France,Central,Consumer,5/6/2011,Economy,2.100645,49.050965999999995
AZ-2012-2293554,97,0,2,Office Supplies,Storage,97,97,0,5/24/2012,Lewis Greenwood,Coventry,United Kingdom,North,Consumer,5/30/2012,Economy,-1.519693,52.406822
AZ-2012-1672161,24,5,2,Office Supplies,Labels,19,19,10,6/21/2012,Leah Derham,Pessac,France,Central,Consumer,6/25/2012,Economy,-0.630386,44.80583
AZ-2013-7290380,25,3,3,Office Supplies,Storage,22,22,9,11/2/2013,Stella Hellyer,Berlin,Germany,Central,Consumer,11/4/2013,Economy Plus,13.404954,52.5200066
AZ-2011-5004051,7,-4,1,Office Supplies,Fasteners,11,11,-4,3/25/2011,Charlie Wells,Sheffield,United Kingdom,North,Home Office,3/27/2011,Economy Plus,-1.470085,53.381129
AZ-2012-534231,79,7,3,Office Supplies,Art,72,72,21,6/18/2012,Sharon Kerley,Wolverhampton,United Kingdom,North,Consumer,6/25/2012,Economy,-2.12882,52.586973
BN-2013-8199935,486,-27,4,Furniture,Chairs,513,513,-108,12/20/2013,Abby Colebe,Stuttgart,Germany,Central,Consumer,12/24/2013,Economy,9.1829321,48.7758459
AZ-2011-1279238,82,-74,3,Office Supplies,Storage,156,156,-222,9/14/2011,Natasha Sykes,Esbjerg,Denmark,North,Consumer,9/19/2011,Economy,8.459405,55.476466
BN-2012-8901180,73,-51,2,Technology,Phones,124,124,-102,8/3/2012,Caitlyn Willoughby,Stockholm,Sweden,North,Home Office,8/5/2012,Economy Plus,18.068580800000003,59.3293235
AZ-2014-2194070,672,87,4,Technology,Phones,585,585,348,2/25/2014,Nicole Todd,Pforzheim,Germany,Central,Corporate,2/28/2014,Priority,8.6946286,48.892186200000005
AZ-2014-9586532,82,33,4,Office Supplies,Envelopes,49,49,132,3/18/2014,Kian Sykes,Barcelona,Spain,South,Consumer,3/18/2014,Immediate,2.1734035,41.3850639
AZ-2013-9306812,68,33,6,Office Supplies,Fasteners,35,35,198,11/12/2013,Florence Wark,Rueil-Malmaison,France,Central,Consumer,11/16/2013,Economy,2.17693,48.882767
AZ-2013-2353394,38,14,2,Furniture,Furnishings,24,24,28,12/25/2013,Jonathan Summons,Wuppertal,Germany,Central,Consumer,12/30/2013,Economy,7.150763599999999,51.2562128
AZ-2012-7477983,973,107,9,Furniture,Furnishings,866,866,963,6/6/2012,Aaron Davey,Palaiseau,France,Central,Consumer,6/10/2012,Economy,2.245748,48.714509
AZ-2014-6214587,762,101,6,Technology,Copiers,661,661,606,10/2/2014,David Chadwick,London,United Kingdom,North,Corporate,10/7/2014,Economy,-0.12775830000000002,51.5073509
AZ-2014-9634517,1543,370,8,Technology,Copiers,1173,1173,2960,4/23/2014,Aaron Bootman,Casoria,Italy,South,Consumer,4/28/2014,Economy,14.292824800000002,40.9075976
BN-2012-183691,82,-2,4,Office Supplies,Supplies,84,84,-8,8/23/2012,Kimberly Jones,Toulouse,France,Central,Corporate,8/25/2012,Economy Plus,1.444209,43.604652
BN-2012-7860696,762,-8,5,Furniture,Bookcases,770,770,-40,10/23/2012,Scarlett Truchanas,Echirolles,France,Central,Corporate,10/27/2012,Economy Plus,5.718033999999999,45.142151
BN-2013-804810,54,-33,6,Office Supplies,Paper,87,87,-198,6/1/2013,William Horton,Porto,Portugal,South,Consumer,6/5/2013,Economy,-8.6291053,41.1579438
AZ-2012-1418024,1062,181,2,Furniture,Tables,881,881,362,7/1/2012,Tricia Bustamante,Edinburgh,United Kingdom,North,Corporate,7/6/2012,Economy,-3.1882669999999997,55.953252
AZ-2011-2118516,53,22,2,Office Supplies,Supplies,31,31,44,6/7/2011,Madeline Crooks,Norwich,United Kingdom,North,Consumer,6/11/2011,Economy,1.297355,52.630885899999996
AZ-2014-5189158,386,93,2,Technology,Copiers,293,293,186,12/26/2014,Piper Wilder-Neligan,Dortmund,Germany,Central,Consumer,1/1/2015,Economy,7.4652981,51.5135872
AZ-2014-1328396,527,-190,2,Office Supplies,Appliances,717,717,-380,12/25/2014,Isaac David,Copenhagen,Denmark,North,Corporate,12/27/2014,Priority,12.568337099999999,55.676096799999996
AZ-2013-5007894,55,-1,2,Office Supplies,Storage,56,56,-2,11/1/2013,Jacob Varley,Magdeburg,Germany,Central,Corporate,11/6/2013,Economy,11.6276237,52.1205333
BN-2012-6348676,20,-17,3,Office Supplies,Binders,37,37,-51,8/21/2012,Aaron Bootman,Breda,Netherlands,Central,Consumer,8/21/2012,Immediate,4.7683230000000005,51.571914899999996
AZ-2011-4802639,51,9,3,Office Supplies,Storage,42,42,27,11/9/2011,Thomas Shepherd,Stockport,United Kingdom,North,Corporate,11/16/2011,Economy,-2.1575332,53.4106316
BN-2014-8403814,100,-23,1,Technology,Phones,123,123,-23,9/2/2014,Ava Giles,Naples,Italy,South,Corporate,9/7/2014,Economy,14.268124400000001,40.851774600000006
AZ-2014-1612857,280,9,1,Technology,Machines,271,271,9,10/24/2014,Linda Dennis,Madrid,Spain,South,Consumer,10/29/2014,Economy,-3.7037902000000003,40.4167754
AZ-2012-925819,3442,38,6,Technology,Phones,3404,3404,228,9/20/2012,Walter Coley,London,United Kingdom,North,Consumer,9/22/2012,Economy Plus,-0.12775830000000002,51.5073509
AZ-2012-1100963,9,3,2,Office Supplies,Labels,6,6,6,9/4/2012,Ewan Walton,Vienna,Austria,Central,Consumer,9/4/2012,Immediate,16.3738189,48.208174299999996
AZ-2012-7556603,68,-64,3,Office Supplies,Art,132,132,-192,9/13/2012,Donald Pak,Le Mans,France,Central,Corporate,9/19/2012,Economy,0.19955599999999998,48.00611
BN-2011-4249147,330,89,13,Office Supplies,Art,241,241,1157,6/3/2011,Ada Dalton,Strasbourg,France,Central,Corporate,6/8/2011,Economy,7.7521113,48.5734053
AZ-2014-9876866,45,6,3,Office Supplies,Supplies,39,39,18,5/30/2014,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,6/3/2014,Economy,-1.148224,44.631077000000005
BN-2014-6549234,11,-2,4,Office Supplies,Binders,13,13,-8,9/9/2014,Chloe Landale,Amsterdam,Netherlands,Central,Home Office,9/15/2014,Economy,4.895167900000001,52.3702157
AZ-2013-4391469,312,147,11,Office Supplies,Supplies,165,165,1617,2/22/2013,Audrey Knowles,Hamburg,Germany,Central,Consumer,2/26/2013,Economy,9.993681800000001,53.5510846
BN-2012-7203367,54,-5,1,Technology,Phones,59,59,-5,2/4/2012,Rory Martindale,Naples,Italy,South,Consumer,2/6/2012,Economy Plus,14.268124400000001,40.851774600000006
AZ-2014-5901455,51,17,3,Office Supplies,Art,34,34,51,5/9/2014,Georgina Fuller,London,United Kingdom,North,Consumer,5/13/2014,Economy,-0.12775830000000002,51.5073509
AZ-2014-2539403,381,80,5,Technology,Phones,301,301,400,11/20/2014,Dennis Conaway,Kiel,Germany,Central,Consumer,11/24/2014,Economy,10.122765199999998,54.3232927
BN-2012-834682,86,-29,4,Technology,Accessories,115,115,-116,6/15/2012,Nelson Olsen,Rotterdam,Netherlands,Central,Home Office,6/21/2012,Economy,4.4777325,51.9244201
AZ-2011-6783792,83,31,6,Office Supplies,Binders,52,52,186,11/8/2011,Tyson Brookman,Paris,France,Central,Consumer,11/10/2011,Priority,2.3522218999999995,48.856614
AZ-2014-2478728,59,7,4,Office Supplies,Binders,23,52,28,5/23/2014,Hayley Baldwinson,Southend-on-Sea,United Kingdom,North,Consumer,5/25/2014,Priority,0.7077123000000001,51.5459269
AZ-2012-8884308,108,43,4,Office Supplies,Envelopes,65,65,172,8/7/2012,Phoebe Lindsay,Chesterfield,United Kingdom,North,Consumer,8/11/2012,Economy,-1.421629,53.235048
BN-2011-3508590,1262,-42,3,Furniture,Chairs,1304,1304,-126,11/2/2011,Charlie Power,Leipzig,Germany,Central,Home Office,11/7/2011,Economy,12.373074699999998,51.339695500000005
AZ-2014-2889820,2478,1041,5,Office Supplies,Appliances,1437,1437,5205,2/11/2014,Phoebe Moore,Oviedo,Spain,South,Corporate,2/15/2014,Economy,-5.8493887,43.361914500000005
BN-2014-9271210,461,53,8,Technology,Machines,243,408,424,4/17/2014,Molly Crawford,Barcelona,Spain,South,Corporate,4/21/2014,Economy,2.1734035,41.3850639
AZ-2014-6423763,382,68,3,Office Supplies,Storage,314,314,204,12/19/2014,Xavier Burford,Villefontaine,France,Central,Corporate,12/23/2014,Economy,5.150093,45.613538
AZ-2014-5856629,115,-158,5,Furniture,Chairs,273,273,-790,8/29/2014,William Reichert,La Spezia,Italy,South,Consumer,9/2/2014,Economy,9.8240826,44.102450399999995
AZ-2014-1861968,232,85,3,Office Supplies,Appliances,147,147,255,5/7/2014,Mark Westfall,Pau,France,Central,Consumer,5/11/2014,Economy,-0.370797,43.2951
AZ-2014-2981657,1601,16,6,Technology,Machines,1585,1585,96,5/16/2014,Isabelle Vaughan,Bergen,Norway,North,Consumer,5/21/2014,Economy,5.3220544,60.3912628
BN-2011-1677989,2017,0,9,Technology,Machines,2017,2017,0,4/18/2011,Alexander Bennett,Fontainebleau,France,Central,Corporate,4/25/2011,Economy,2.70162,48.404676
AZ-2014-3184977,59,12,2,Office Supplies,Binders,47,47,24,6/25/2014,Benjamin Lee,Vannes,France,Central,Corporate,6/27/2014,Economy Plus,-2.760847,47.658235999999995
AZ-2014-1270889,423,5,1,Furniture,Chairs,418,418,5,6/30/2014,Jason Roger,Stuttgart,Germany,Central,Corporate,7/5/2014,Economy Plus,9.1829321,48.7758459
AZ-2013-8046606,24,2,1,Furniture,Furnishings,22,22,2,9/16/2013,Joel Peters,Villemomble,France,Central,Home Office,9/21/2013,Economy,2.5050689999999998,48.886727
AZ-2012-3333420,252,35,5,Office Supplies,Binders,85,217,175,3/20/2012,Hollie Morris,Poole,United Kingdom,North,Corporate,3/25/2012,Economy Plus,-1.987248,50.71505
AZ-2011-9992253,359,179,3,Technology,Copiers,180,180,537,9/19/2011,Ralph Holmes,Blackburn,United Kingdom,North,Consumer,9/26/2011,Economy,-2.487529,53.748575
AZ-2014-5577510,575,45,8,Furniture,Chairs,530,530,360,2/17/2014,Spencer Oliver,Moulins,France,Central,Consumer,2/22/2014,Economy,3.3344169999999997,46.568059000000005
AZ-2011-5463300,21,9,2,Office Supplies,Art,12,12,18,3/31/2011,Toby Conway,Geneva,Switzerland,Central,Consumer,4/4/2011,Economy,6.143157700000001,46.2043907
BN-2013-1634253,1615,-162,6,Office Supplies,Appliances,1777,1777,-972,8/19/2013,Tara Hines,Birmingham,United Kingdom,North,Consumer,8/19/2013,Immediate,-1.8904009999999998,52.486243
AZ-2012-3042149,32,1,2,Office Supplies,Art,31,31,2,3/19/2012,Jacob Carter,Conflans-Sainte-Honorine,France,Central,Consumer,3/24/2012,Economy,2.09178,49.000275
AZ-2011-5676694,822,353,2,Furniture,Bookcases,469,469,706,2/10/2011,Jasmine Slater,Coslada,Spain,South,Corporate,2/15/2011,Economy,-3.5651646,40.4260459
AZ-2012-9180842,94,27,2,Office Supplies,Supplies,67,67,54,6/21/2012,Joel Ortega,Vienna,Austria,Central,Corporate,6/28/2012,Economy,16.3738189,48.208174299999996
AZ-2012-7062936,1552,109,5,Office Supplies,Appliances,1443,1443,545,11/15/2012,Amanda Hutcherson,Albacete,Spain,South,Corporate,11/17/2012,Priority,-1.8585424,38.994349
BN-2013-9290481,181,-87,3,Technology,Machines,268,268,-261,1/29/2013,Jade Howe,Apeldoorn,Netherlands,Central,Corporate,2/2/2013,Economy,5.9699231,52.211157
AZ-2013-5325504,116,48,4,Office Supplies,Art,68,68,192,8/7/2013,Sofia Goddard,Bourges,France,Central,Corporate,8/14/2013,Economy,2.398782,47.081012
AZ-2011-7543304,57,25,3,Office Supplies,Art,19,32,75,6/22/2011,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,6/26/2011,Economy,8.44518,49.47741
AZ-2014-8532434,170,19,5,Office Supplies,Paper,151,151,95,4/14/2014,Chelsea Bannister,Castelnau-le-Lez,France,Central,Consumer,4/17/2014,Economy Plus,3.8975051,43.63298270000001
AZ-2013-2526896,269,126,2,Office Supplies,Storage,143,143,252,6/24/2013,Abby Mei,Lucerne,Switzerland,Central,Corporate,7/1/2013,Economy,8.3093072,47.0501682
BN-2014-5182753,49,-31,2,Office Supplies,Art,80,80,-62,12/26/2014,Zachary Warner,Stockholm,Sweden,North,Consumer,12/31/2014,Economy,18.068580800000003,59.3293235
BN-2013-2717861,53,-33,2,Office Supplies,Art,86,86,-66,9/25/2013,Evie Flockhart,Lisbon,Portugal,South,Consumer,9/30/2013,Economy,-9.1393366,38.722252399999995
AZ-2012-4954045,136,41,3,Office Supplies,Paper,95,95,123,3/19/2012,Lily Skurrie,Wiesbaden,Germany,Central,Corporate,3/20/2012,Priority,8.239760799999999,50.078218400000004
AZ-2014-1474181,206,8,6,Office Supplies,Art,128,198,48,5/14/2014,Ethan Barrett,London,United Kingdom,North,Consumer,5/16/2014,Economy Plus,-0.12775830000000002,51.5073509
AZ-2011-555801,48,18,3,Office Supplies,Art,30,30,54,6/13/2011,Angus Gether,Vitry-sur-Seine,France,Central,Consumer,6/18/2011,Economy Plus,2.39851,48.792001
AZ-2013-7137093,86,31,8,Office Supplies,Art,55,55,248,7/2/2013,Daisy Summers,London,United Kingdom,North,Corporate,7/7/2013,Economy,-0.12775830000000002,51.5073509
AZ-2011-804486,186,89,4,Office Supplies,Paper,97,97,356,4/20/2011,Eve Spencer,Lowestoft,United Kingdom,North,Consumer,4/26/2011,Economy,1.7534490000000003,52.481138
AZ-2013-6918835,1348,445,7,Technology,Copiers,903,903,3115,2/20/2013,Skye Hammond,Solingen,Germany,Central,Corporate,2/23/2013,Economy Plus,7.0831408,51.17020720000001
AZ-2012-9215756,372,179,3,Technology,Copiers,193,193,537,12/27/2012,Casey Forte,Marbella,Spain,South,Consumer,12/31/2012,Economy,-4.8824474,36.510071
AZ-2012-5846737,19,8,2,Office Supplies,Labels,11,11,16,2/29/2012,Maya Summers,Cologne,Germany,Central,Home Office,3/6/2012,Economy,6.9602786,50.937531
BN-2014-8871614,34,-22,4,Office Supplies,Paper,56,56,-88,5/13/2014,Ben Hogben,Tallaght,Ireland,North,Corporate,5/16/2014,Priority,-6.3665880999999995,53.28659029999999
AZ-2012-2772170,198,59,7,Office Supplies,Binders,139,139,413,6/19/2012,Riley Howells,Antwerp,Belgium,Central,Consumer,6/21/2012,Priority,4.402464299999999,51.2194475
AZ-2012-1978129,179,69,1,Office Supplies,Storage,110,110,69,8/1/2012,Jason Calhoun,Gummersbach,Germany,Central,Consumer,8/5/2012,Economy,7.569283,51.026666799999994
AZ-2013-8774500,1243,345,3,Furniture,Chairs,898,898,1035,6/17/2013,Alice Currie,Antony,France,Central,Consumer,6/19/2013,Priority,2.302553,48.759254999999996
AZ-2013-3127336,31,6,3,Office Supplies,Fasteners,25,25,18,11/22/2013,Tricia Bustamante,Kiel,Germany,Central,Corporate,11/29/2013,Economy,10.122765199999998,54.3232927
BN-2014-6460657,187,-141,10,Office Supplies,Storage,267,328,-1410,4/30/2014,Lori Miller,Stockholm,Sweden,North,Consumer,5/6/2014,Economy,18.068580800000003,59.3293235
AZ-2014-1597164,102,13,2,Office Supplies,Art,89,89,26,8/6/2014,Natasha Heane,Stavanger,Norway,North,Home Office,8/12/2014,Economy,5.7331072999999995,58.969975600000005
AZ-2013-5049068,101,11,2,Office Supplies,Binders,90,90,22,12/25/2013,Harvey Daniels,Wiesbaden,Germany,Central,Consumer,12/28/2013,Economy Plus,8.239760799999999,50.078218400000004
AZ-2014-8034683,27,0,2,Office Supplies,Fasteners,27,27,0,12/19/2014,Mark Washington,Kingswood,United Kingdom,North,Home Office,12/26/2014,Economy,-2.368647,51.626435
BN-2014-2098637,623,-192,3,Furniture,Tables,815,815,-576,9/17/2014,Ella Troy,Augsburg,Germany,Central,Home Office,9/22/2014,Economy,10.897789999999999,48.3705449
AZ-2014-5722842,46,20,4,Office Supplies,Fasteners,26,26,80,6/11/2014,Jeffrey Laird,Portici,Italy,South,Corporate,6/16/2014,Economy,14.339067000000002,40.8141218
AZ-2011-8973571,164,6,6,Office Supplies,Supplies,158,158,36,5/26/2011,Lily Dallachy,Portsmouth,United Kingdom,North,Corporate,5/30/2011,Economy,-1.0879769,50.8197675
AZ-2011-819110,50,24,4,Office Supplies,Envelopes,26,26,96,2/10/2011,Charlotte Taylor,Marseille,France,Central,Consumer,2/14/2011,Economy,5.36978,43.296482
AZ-2013-2474005,25,2,3,Office Supplies,Labels,23,23,6,4/8/2013,Kayla Ronald,Taranto,Italy,South,Corporate,4/13/2013,Economy,17.247030300000002,40.464360600000006
AZ-2014-3762374,1023,123,8,Office Supplies,Storage,900,900,984,7/11/2014,Evie Flockhart,Washington,United Kingdom,North,Consumer,7/15/2014,Economy,-1.517366,54.897431999999995
AZ-2012-9553455,497,-28,4,Technology,Phones,525,525,-112,9/12/2012,Thomas Thompson,Sant Boi de Llobregat,Spain,South,Corporate,9/17/2012,Economy,2.035041,41.3458415
AZ-2011-7868957,88,16,4,Office Supplies,Art,72,72,64,8/9/2011,Laura Akhtar,Ajaccio,France,Central,Consumer,8/12/2011,Priority,8.738635,41.919229
AZ-2013-3127336,1509,45,5,Technology,Machines,1464,1464,225,11/22/2013,Tricia Bustamante,Kiel,Germany,Central,Corporate,11/29/2013,Economy,10.122765199999998,54.3232927
BN-2013-9881069,323,-61,7,Furniture,Chairs,384,384,-427,7/6/2013,Christopher Goold,Berlin,Germany,Central,Corporate,7/11/2013,Economy,13.404954,52.5200066
AZ-2012-741020,578,212,5,Office Supplies,Storage,366,366,1060,3/27/2012,Isabel Turnbull,Annecy,France,Central,Home Office,4/1/2012,Economy Plus,6.129384,45.899246999999995
AZ-2012-1951858,44,0,2,Furniture,Furnishings,44,44,0,2/6/2012,Isabelle Norton,Vigo,Spain,South,Consumer,2/8/2012,Economy Plus,-8.720726800000001,42.2405989
BN-2013-833210,74,-10,3,Office Supplies,Binders,84,84,-30,12/13/2013,Imogen Smithies,Spijkenisse,Netherlands,Central,Corporate,12/13/2013,Immediate,4.297218099999999,51.8561502
AZ-2012-7631532,64,17,9,Office Supplies,Binders,21,47,153,8/24/2012,Adam Walpole,Molina de Segura,Spain,South,Corporate,8/28/2012,Economy,-1.2073261,38.051681
AZ-2014-6672718,184,85,6,Office Supplies,Paper,99,99,510,1/22/2014,Kaitlyn Dorsch,Glasgow,United Kingdom,North,Corporate,1/24/2014,Economy Plus,-4.251806,55.864237
AZ-2014-944918,869,67,4,Furniture,Tables,802,802,268,6/24/2014,Steven Cordoba,Hazebrouck,France,Central,Consumer,6/29/2014,Economy,2.542555,50.72748
AZ-2014-8589669,125,15,5,Office Supplies,Supplies,110,110,75,12/13/2014,James Bruns,Valence,France,Central,Consumer,12/17/2014,Economy,4.89236,44.933393
AZ-2013-5727420,44,14,4,Office Supplies,Binders,30,30,56,1/17/2013,Kian Sykes,Castrop-Rauxel,Germany,Central,Consumer,1/19/2013,Priority,7.3150145,51.5632625
AZ-2012-6376092,398,45,9,Office Supplies,Storage,226,353,405,8/25/2012,Chelsea Bannister,Rennes,France,Central,Consumer,8/29/2012,Economy,-1.6777925999999999,48.117266
AZ-2013-5815303,20,4,2,Office Supplies,Labels,10,16,8,2/16/2013,Spencer Calvert,El Prat de Llobregat,Spain,South,Corporate,2/18/2013,Priority,2.0934901999999997,41.3245953
AZ-2012-3913480,906,235,8,Furniture,Furnishings,671,671,1880,7/11/2012,William Jolly,Cottbus,Germany,Central,Consumer,7/17/2012,Economy,14.3328679,51.756310799999994
AZ-2011-8519360,101,46,4,Furniture,Furnishings,55,55,184,10/22/2011,Taj Knetes,Alfortville,France,Central,Consumer,10/26/2011,Economy,2.4223169999999996,48.80093
